Annee;Nom du partenaire;N SIRET;Adresse;Code postal;Ville;Intitule de la demande;Appel a projets;Appel a projets Politique Ville;Montant demande;Montant vote par demande;Total vote en 2013;Fonctionnement;Subventions sur projet;Subventions d'equipement;Subventions sans nature specifiee;S-PR-Numero SIMPA;Financee/Non Financee
2013;TAEKWONDO CLUB FENG LIN HUO SHAN;78963285800013;12 RUE PARROT;75012;PARIS;Appels a Projets Pluridisciplinaires;N;N;2300;;;;;;;7661;Non financee
2013;Theatre aux Mains Nues;32341933300030;7 SQUARE DES CARDEURS;75020;PARIS;Accueil d'artistes etrangers;N;N;5000;;;;;;;19565;Non financee
2013;Theatre d' Art Contemporain en Action;34324844900039;78 AVENUE DE SUFFREN;75015;PARIS;"Label Paris Europe 2013";O;N;9000;;;;;;;91941;Non financee
2013;theatre de la coupe;40968557500030;25 RUE LANTIEZ;75017;PARIS;ARE-Pour un detail parfois subtil, vivre ensemble devient du sport;O;N;21200;21200;21200;;;;21200;9509;Financee
2013;THEATRE DE LA MARIONNETTE A PARIS;34112346100046;73 RUE MOUFFETARD;75005;PARIS;art pour grandir;N;N;5000;5000;5000;;5000;;;53761;Financee
2013;TOUS EN SCENE ECOLE DE DANSE PARIS 3;43778530600022;27 RUE DE PICARDIE;75003;PARIS;eveil danse en milieu scolaire;O;N;3500;;;;;;;16494;Non financee
2013;Un Excursus;41936692700020;3 RUE LOUIS ROLLAND;92120;MONTROUGE;Appels a projets PERISCOLAIRES;O;N;5000;;;;;;;107682;Non financee
2013;Association les Transmetteurs;48805780300014;14 RUE DU COMMANDEUR;75014;PARIS;Participation au plan chalex et plan grand froid;N;N;17000;17000;17000;17000;;;;34001;Financee
2013;Association pour Faciliter l'Insertion professionnelle des Jeunes dipl?mes;40017443900374;10 IMPASSE ROBIQUET;75006;PARIS;Action pour l'egalite des Chances dans l'Acces a l'Emploi des Jeunes dipl?mes de Paris 18e;O;O;18000;6000;6000;5000;1000;;;5141;Financee
2013;Association pour la Fondation Internet Nouvelle Generation;43240162800032;8 PASSAGE BRULON;75012;PARIS;Exploration des nouveaux modes de la participation citoyenne numerique;N;N;15000;12000;12000;;12000;;;3961;Financee
2013;Association pour l'Animation Sportive et Culturelle du Sud Parisien;78454742400043;103A BOULEVARD AUGUSTE BLANQUI;75013;PARIS;art pour grandir;N;N;5000;5000;5000;;5000;;;20185;Financee
2013;ASSOCIATION POUR LA PROMOTION D'INITIATIVES eCONOMIQUES ET SOCIALES;51848805100013;14 RUE TERNAUX;75011;PARIS;Cre'action 2012/2013;O;O;10000;10000;10000;10000;;;;44702;Financee
2013;ASSOCIATION POUR LE DEVELOPPEMENT DE LA CREATION, ETUDES ET PROJETS (ADCEP);33155203400042;21 RUE DE LA VILLETTE;75019;PARIS;CREATIVEPARIS.INFO;N;N;10000;10000;10000;;10000;;;29901;Financee
2013;Association pour le developpement de l'information numerique locale et citoyenne;52083687500010;5 RUE DU DOCTEUR PAQUELIN;75020;PARIS;Subvention pour l'aide a la creation d'un blog participatif d'information hyperlocale;O;O;8900;3000;3000;;3000;;;14067;Financee
2013;La compagnie de L'ombre Noire;75061211100013;2 AVENUE DE DE CAMOENS;75016;PARIS;Atelier Theatre sur le temps periscolaire;O;N;8750;8750;8750;;8750;;;90601;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;VVV Petites vacances printemps;O;N;1500;;;;;;;17594;Non financee
2013;les enfants du canal;49767330100022;5 RUE VeSALE;75005;PARIS;Organisation d'un concours d'architecture pour la creation d'un centre d'hebergement nomade a Paris;N;N;5000;;;;;;;125841;Non financee
2013;Les Enfants du Danube;51881297900012;29 BOULEVARD D' ALGeRIE;75019;PARIS;Animation du cafe associatif et culturel pour enfants et adolescents "Les enfants du Danube";O;O;7000;7000;7000;3000;4000;;;16238;Financee
2013;les Faubourgs numeriques;42458239300056;2 RUE ANDRe MESSAGER;75018;PARIS;Campagne video pour le concours #Mystartupinparis;N;N;56000;56000;56000;56000;;;;20751;Financee
2013;Les Jardins Numeriques;48828134600038;2 RUE WILFRID LAURIER;75014;PARIS;Espace numerique de convivialite;O;O;4000;2000;2000;;2000;;;13732;Financee
2013;Les Jardins Numeriques;48828134600038;2 RUE WILFRID LAURIER;75014;PARIS;Les TICs pour tisser le lien social : Formations numeriques au plus pres des habitants;O;O;5000;2000;2000;;2000;;;13732;Financee
2013;LES MOUETTES DES ECLUSES;8922339700032;125 QUAI DE VALMY;75010;PARIS;fonctionnement courant saison 2012/13;N;N;1000;1500;1500;1500;;;;16593;Financee
2013;LES VOITURIERS DE LUTECE;51258829400011;7 BOULEVARD DU PALAIS;75004;PARIS;Pour l'association des Voituriers de Lutece;N;N;4000;;;;;;;65065;Non financee
2013;LE THEATRE PARIS VILLETTE;43353723000040;211 AVENUE DE JEAN JAURES;75019;PARIS;subvention d'equipement;N;N;40000;40000;40000;;;40000;;164841;Financee
2013;LIGUE FRANCAISE POUR LA SANTE MENTALE;78436122200010;11 RUE TRONCHET;75008;PARIS;mediation familiale;N;N;10000;8000;8000;8000;;;;18699;Financee
2013;L'INSTITUT MANGALA;49157339000001;2 RUE DE LA MARTINIQUE;75018;PARIS;ARTS ET TRADITIONS DE L'INDE;N;N;4200;3000;3000;3000;;;;15906;Financee
2013;L'INTERLOQUE;44786352300059;7 RUE DE TRETAIGNE;75018;PARIS;Mouvances Recup' Porte de Montmartre, Clignancourt, Moskova;O;O;5500;;;;;;;7881;Non financee
2013;MAINS AGILES;49171986000026;5 AVENUE DE LA PORTE DE VANVES;75014;PARIS;ATELIERS NOMADES, ATELIERS CREATIFS AU SERVICE DU LIEN SOCIAL;O;O;6000;2000;2000;1000;1000;;;13185;Financee
2013;Maison de la Mediation;40453907400033;10 RUE NOISY LE SEC;75020;PARIS;Financement de l'activite de mediation familiale;N;N;10000;10000;10000;10000;;;;16869;Financee
2013;SOLIDIMEY;49231340800014;17 RUE BERNARD DIMEY;75018;PARIS;VVV decouvertes culturelles ludiques;O;N;3500;;;;;;;20213;Non financee
2013;ASSOCIATION GENERALE DES FAMILLES DES 17EME ET 18EME ARRONDISSEMENTS;32045966200013;26 RUE CARDINET;75017;PARIS;Parcours personnalise vers l'emploi pour le 18e arrondissement de Paris;O;O;21677;10000;10000;;3000;;7000;1541;Financee
2013;ESCAPADE LIBERTE MOBILITE;44929082400076;0 CHEMIN DE GRAVILLIERS;75016;PARIS;Travaux d'installation d'ESCAPADE Liberte Mobilite dans de nouveaux locaux Bois de Boulogne;N;N;5000;5000;5000;;;5000;;965;Financee
2013;Estuaire ecritures en mouvement;50834246600010;75 AVENUE JEAN JAUReS;75019;PARIS;ARE - Atelier de sensibilisation a la poesie;O;N;4400;4400;4400;;;;4400;19130;Financee
2013;EVAL;52003481000017;1 RUE PETIET;75017;PARIS;Renforcement des capacites de la societe civile en suivi et evaluation des projets solidaires;N;N;3500;1500;1500;;1500;;;18411;Financee
2013;Extramuros l'Association;50205627800026;14 CHEMIN DES PETITS MARAIS;92230;GENNEVILLIERS;INVESTISSEMENT DPVI Chantiers educatifs Paris 20eme;N;N;15000;15000;15000;;;;15000;15247;Financee
2013;Fabrication Maison;42228221000018;4 RUE DE LA SOLIDARITe;75019;PARIS;CHANTIER GRAPHIQUE / Danube;O;O;5000;1000;1000;;1000;;;15446;Financee
2013;Federation des Association de Solidarite avec les Travailleur-se-s Immigre-e-s;78426339400057;58 RUE DES AMANDIERS;75020;PARIS;Manger Bouger Multiculturel;N;N;14000;4000;4000;;4000;;;18632;Financee
2013;FEDERATION DU CONSEIL DES MARIANNES DE LA REPUBLIQUE ET D'EUROPE-FEDERATION CMR EUROPE;50742978000018;181 AVENUE DAUMESNIL;75012;PARIS;Colloque de sensibilisation aux droits des femmes Formation dediee aux femmes.;N;N;7500;;;;;;;16283;Non financee
2013;FEDERATION FRANcAISE DES DYS (FFDYS) TROUBLES COGNITIFS SPECIFIQUES TROUBLES DES APPRENTISSAGES.;48535923600026;104 RUE DE VAUGIRARD;75006;PARIS;Aide au fonctionnement de la FFDys qui a une action aupres des enfants et des adultes concernes par;N;N;13000;3000;3000;3000;;;;31921;Financee
2013;FIBROME INFO FRANCE;53802536200012;15 PASSAGE RAMEY;75018;PARIS;Conception et realisation d'un guide d'information et d'accompagnement a destination des femmes;N;N;5000;;;;;;;59303;Non financee
2013;flip flap;48119765500022;5 RUE BROUSSAIS;75014;PARIS;Installation d'un nouveau lieu pouvant accueillir plus d'enfants et de nouvelles activites du cirque;N;N;10000;4000;4000;4000;;;;23502;Financee
2013;Fondation Oeuvre de la Croix Saint-Simon;78480968300013;18 RUE DE LA CROIX SAINT-SIMON;75020;PARIS;Creche Collective Pere Lachaise;N;N;492447;541375;541375;541375;;;;18170;Financee
2013;Fondation OPEJ Baron Edmond de Rothschild;77569206400014;10 RUE THeODULE RIBOT;75017;PARIS;Aide a la Parentalite;N;N;15000;15000;15000;15000;;;;39101;Financee
2013;Foyers La Vigie;78423727300015;7 RUE POULLETIER;75004;PARIS;Demande d'une subvention de focntionnement;N;N;25300;23000;23000;23000;;;;20798;Financee
2013;Foyer socio educatif des eleves du college Honore de Balzac;50083141700018;118 BOULEVARD BESSIERES;75017;PARIS;Atelier astronomie - Initiation (Ateliers periscolaire);O;O;2380;;;;;;;14066;Non financee
2013;ASSOCIATION SYMPHONIQUE DE PARIS;43135795300014;70 RUE DU JAVELOT;75645;PARIS;Financement "Concerts-Decouverte" de l'Orchestre Symphonique;N;N;3000;;;;;;;142481;Non financee
2013;La Maison des contes et des histoires;44501780900010;7 RUE PECQUAY;75004;PARIS;Subvention de fonctionnement Maison des Contes et des Histoires;N;N;10000;1500;1500;1500;;;;4444;Financee
2013;La Scabreuse;48042226000020;8bis QUAI SAINT VINCENT;69001;LYON;CIRCONFeRENCES;N;N;3000;3000;3000;;3000;;;19050;Financee
2013;L'ASSOCE;78943227500012;57 RUE DULONG;75017;PARIS;Frais generaux Acceuil de loisirs;N;N;1000;;;;;;;120542;Non financee
2013;La Veraison;53058486100013;193 RUE DE CHARENTON;75012;PARIS;Soutien financier au spectacle "Contractions" de Bartlett par la compagnie parisienne La Veraison.;N;N;7000;;;;;;;127201;Non financee
2013;LE 8 ASSURE;53378235500010;33 RUE DE LA BIENFAISANCE;75008;PARIS;Demande d'une aide financiere pour gerer les nouvelles salles d'escalade de la ZAC Beaujon;N;N;17000;3000;3000;3000;;;;55281;Financee
2013;Le Faubourg Saint-Germain;42867313100028;39 RUE DE GRENELLE;75007;PARIS;Illuminations de Noel 2012-2013 Voilure de lumieres de fete, boulevard saint-Germain 7eme.;N;N;9000;8500;8500;8500;;;;19355;Financee
2013;le Foyer de Jeunes Travailleuses de Reuilly;30007092700011;61 RUE DE LA GARE DE REUILLY;75012;PARIS;subvention de fonctionnement au titre de la jeunesse;N;N;55000;37000;37000;37000;;;;20679;Financee
2013;Le Livre pour l'Insertion et le Refus de l'Exclusion;42060014000032;69 RUE CURIAL;75019;PARIS;Livres et lectures a L'Espace Solidarite, 20e arrondissement.;O;O;1876;;;;;;;16396;Non financee
2013;LE MUSEE EN HERBE;31142870000026;21 RUE HEROLD;75001;PARIS;Subvention 2013 du Musee en Herbe, au titre de l'enseignement aupres des ecoles de la Ville de Paris;N;N;40000;;;;;;;20455;Non financee
2013;Le Plus Petit Cirque du Monde - Centre des Arts du Cirque et des Cultures Emergentes;39248348300047;7 RUE EDOUARD-BRANLY;92220;BAGNEUX;VVV Le Cirque de Quartier au service de la prevention / Vacances d?ete 2013;O;N;9220;;;;;;;70021;Non financee
2013;Le Point Triple;52355645400016;11 AVENUE DU MAINE;75015;PARIS;Diaries, notes and Sketches... on the circus;N;N;8000;6000;6000;6000;;;;19419;Financee
2013;LE RELAIS DE MENILMONTANT;30900121200021;2 RUE CHEVREAU;75020;PARIS;PETITE ENFANCE 2014: Les lutins verts;N;N;97456;85378;85378;85378;;;;18888;Financee
2013;LE RETOUR DE ZALUMEE;52487303100016;20 RUE EDOUARD PAILLERON;75019;PARIS;Projet d'une association dans les colleges : Journalistes en herbe 2013-2014 en Roumanie;N;N;12000;;;;;;;20974;Non financee
2013;LES 2DES;78946430200015;6 RUE SAINTE LEONIE;75014;PARIS;Festival d' Art Environnemental a Paris : ? Parcours d'automne dans le 14 eme ?;N;N;25000;5000;5000;;1000;;4000;126001;Financee
2013;Les Ailes de l'Air;49018782000017;17 RUE LE VAU;75020;PARIS;DEMANDE DE SUBVENTION POUR UNE AIDE AU PROJET Creation 2013 : GARDIEN DU TEMPS Cie XXeme TRIBU;N;N;12000;;;;;;;57343;Non financee
2013;MAISON DES COPAINS DE LA VILLETTE;78477977900031;156 RUE D' AUBERVILLIERS;75019;PARIS;Co-financement DPVI d'un poste Adulte Relais 07511R055900;N;N;4706;;;;;;;14869;Non financee
2013;Mediatheque Musicale Mahler;34083638600011;11 bis RUE VeZELAY;75008;PARIS;Fonctionnement courant de l?association pour l?annee 2013;N;N;14000;13000;13000;13000;;;;20082;Financee
2013;microlithe;43361672900011;59 bis RUE OLIVIER MeTRA;75020;PARIS;Appel a projets parcours linguistique vers l'emploi;N;N;5000;;;;;;;17941;Non financee
2013;MIGREUROP;49255931000011;21 ter RUE VOLTAIRE;75011;PARIS;"Ouvrez les portes maintenant!" Acces aux lieux d'enfermement des etrangers;N;N;10000;;;;;;;149901;Non financee
2013;MISSION LOCALE DE PARIS;53132862300016;8 RUE DE CITEAUX;75012;PARIS;Poste coordonnateur Justice Fleury Merogis, Fresnes, la Sante;N;N;25000;25000;25000;25000;;;;51804;Financee
2013;MOTO ACTION;48970985700010;78 RUE CHARLES DE GAULLE;78350;JOUY EN JOSAS;DEPLOIEMENT DE CAMPAGNES DE PREVENTION ET DE DEPISTAGE _ APPUI AU CENTRE DE RESSOURCES VIH/SIDA;N;N;65000;55000;55000;;55000;;;46343;Financee
2013;Mouvement Ni Putes Ni Soumises;45010658800038;70 RUE DES RIGOLES;75020;PARIS;Lutte contre les violences faite aux femmes;N;N;35000;17000;17000;;17000;;;37463;Financee
2013;MUSIQUES DE L'eBeNE;40538537800014;61 RUE VICTOR HUGO;93500;PANTIN;Demande dans le cadre de L'APPEL A PROJETS D?ATELIERS D?ANIMATION CULTURELS ET INNOVANTS;O;N;10000;;;;;;;154661;Non financee
2013;NEPTUNE CLUB DE FRANCE;35357808100021;163 RUE BLOMET;75015;PARIS;Convention d'objectifs 2013;N;N;30000;30000;30000;30000;;;;17506;Financee
2013;OASIS 18;42304179700030;12 RUE CAMILLE FLAMMARION;75018;PARIS;oasis du quartier;O;O;7000;10500;10500;;10500;;;9522;Financee
2013;OEUVRE DE SECOURS AUX ENFANTS ET DE PROTECTION SANITAIRE DES POPULATIONS JUIVES (OSE);77568133100176;117 RUE DU FAUBOURG DU TEMPLE;75010;PARIS;subvention de fonctionnement annuelle de fonctionnement pour la maison des sources de l'OSE;N;N;141244;135958;135958;135958;;;;8022;Financee
2013;Ombre en Lumiere;40282807300021;18 RUE DE L'ORILLON;75011;PARIS;ARE - Atelier Theatre et poesie, le plaisir des mots!;O;N;3200;3200;3200;;3200;;;14432;Financee
2013;Orphelins-Sida-International;43393957600032;4 RUE DE BELFORT;75011;PARIS;L?USAGE DES TIC POUR L?AMELIORATION DE L?INSERTION PROFESSIONNELLE DES JEUNES ORPHELINS DU VIH/SIDA;N;N;16200;;;;;;;41721;Non financee
2013;PARIS BASKET 18EME;44796594800022;15 PASSAGE RAMEY;75018;PARIS;Atelier de parole "l'entre-actes";O;O;5000;2000;2000;;2000;;;17410;Financee
2013;PARIS BASKET 9;75213894100014;54 RUE JEAN -BAPTISTE PIGALLE;75009;PARIS;Nous souhaitons developper la pratique du basket-ball pour les femmes et les jeunes enfants;N;N;4500;;;;;;;16361;Non financee
2013;LA COMPAGNIE DU BRIN D'HERBE;45085340300027;5 RUE AUSTRALIE;91300;MASSY;- ARE ? Atelier de lecture avec enregistrement CONTE LITTeRATURE POeSIE Elementaire 9/11 ans;O;N;4566;4566;4566;;;;4566;67441;Financee
2013;L'AGE D'OR DE FRANCE;31034819800048;135 bis RUE DE ROME;75017;PARIS;Demande de Subvention de fonctionnement, action de formation en Interne;N;N;2000;2000;2000;2000;;;;5381;Financee
2013;LA JEANNE D'ARC DE VAUGIRARD;51822358100019;351 RUE LECOURBE;75015;PARIS;subvention au titre des fonds du Maire du 15e. Montant 1000 ?;N;N;1000;;;;;;;18024;Non financee
2013;CHAMPIONNET SPORTS;44801399500015;14 RUE GEORGETTE AGUTTE;75018;PARIS;Appel a projet atelier pluridisciplinaires DASCO;O;N;25500;;;;;;;378;Non financee
2013;Champs de Mars;53887442100018;103 AVENUE DE LA BOURDONNAIS;75007;PARIS;ARE-Atelier de chinois;O;N;299000;74000;74000;;74000;;;93681;Financee
2013;CHARONNE;30349431400048;3 QUAI D' AUSTERLITZ;75013;PARIS;Participation aux actions FETEZ CLAIRS;N;N;6000;11000;11000;11000;;;;16992;Financee
2013;CHARONNE;30349431400048;3 QUAI D' AUSTERLITZ;75013;PARIS;renforcement du p?le bulgarophone et creation du p?le roumanophon (reseau d'intervention BOCIEK);N;N;136376;;;;;;;16992;Non financee
2013;CIE BOUCHE A BOUCHE;40411062900031;2 RUE DU GeNeRAL HUMBERT;75014;PARIS;COSA POLITIQUE DE LA VILLE 20ieme -COUR(C)AGE / un projet intergenerationnel reliant les territoires;O;O;7000;2000;2000;2000;;;;12107;Financee
2013;Cie L'Artisanie;52054729000012;11 RUE DU MOULIN VERT;75014;PARIS;"Moins d'poubelles" Clips/Happenings dans le metro et les gares pour la reduction des dechets.;O;N;12550;1800;1800;;1800;;;26361;Financee
2013;Cine-Archives (Association pour la promotion et la conservation des archives cinematographiques et audiovisuelles du parti communiste et du mouvement democratique);42348504400014;2 PLACE DU COLONEL FABIEN;75019;PARIS;Aide a la numerisation de films. Corpus "De la ceinture rouge au grand Paris" (2e partie);N;N;10000;7000;7000;7000;;;;18861;Financee
2013;Cine-ma difference;49812151600021;139 RUE DE L' OUEST;75014;PARIS;Demande de l'association Cine-ma difference d'une subvention de fonctionnement courant pour 2013;N;N;12000;12000;12000;12000;;;;14768;Financee
2013;CLOWNS SANS FRONTIERES;40218109300020;70 bis RUE DE ROMAINVILLE;75019;PARIS;Clowns sans Frontieres 2013, projet a Madagascar;N;N;10000;10000;10000;;10000;;;75921;Financee
2013;Club des amis de Jean Trubert;79323812200014;24 RUE DE L'EGLISE;92160;ANTONY;So BD 2013 : un salon de la Bande Dessinee a Paris;N;N;4500;;;;;;;158641;Non financee
2013;Club des Chasseurs et Explorateurs Sous-Marins de France;48226723400011;47 AVENUE REILLE;75014;PARIS;Fonctionnement courant et poursuite du developpement d'une nouvelle section nage avec palmes;N;N;2400;2400;2400;2400;;;;3121;Financee
2013;CLUB SPORTIF DU MINISTERE DES FINANCES;44783407800019;139 RUE DE BERCY;75012;PARIS;POLITIQUE DE LA VILLE;O;O;8500;;;;;;;16339;Non financee
2013;CLUB SPORTIF POUCHET - (POUCHET SPORT);48224142900018;3 RUE LOUIS LOUCHEUR;75017;PARIS;Ateliers d'animations sportives pour les enfants du quartier des epinettes;O;N;5000;;;;;;;3321;Non financee
2013;COLLECTIF AUTRUCHE;44302153000011;2 AVENUE DU VAL;91420;MORANGIS;Aide au projet theatre jeune public Boucle d'or, une etrange affaire;N;N;8000;6000;6000;6000;;;;91102;Financee
2013;COMITE DEPARTEMENTAL DE CYCLOTOURISME DE PARIS CODEP 75;44768027300029;38 bis QUAI DE LA MARNE;75019;PARIS;demande de subvention pour le projet sportif "Euro PN" labellise "PARIS EUROPE";N;N;15000;15000;15000;15000;;;;16903;Financee
2013;COMITE DEPARTEMENTAL DE TENNIS DE TABLE DE PARIS;39360396400031;29 BOULEVARD DE CLICHY;75009;PARIS;COMITE DEPARTEMENTAL DE TENNIS DE TABLE - PROJET DE COMPETENCE LES CLUBS;N;N;9000;;;;;;;17634;Non financee
2013;COMITE ROYALE;32258464000013;09 RUE ROYALE;75008;PARIS;SUBVENTiON ANNUELLE POUR LES ILLUMINATIONS DE NOEL ET L'ANIMATION DU QUARTIER;N;N;12000;8000;8000;8000;;;;56981;Financee
2013;Syrie Moderne Democratique La?que;79511548400011;4 RUE DES TOURNELLES;75004;PARIS;Demande subvention pour le projet : 1001 cartes pour les enfants de Syrie;N;N;5500;;;;;;;168041;Non financee
2013;Talents Optimistes;53996105200013;30 RUE BELGRAND;75020;PARIS;Programme d'accompagnement aux etudiants decrocheurs;O;O;5000;;;;;;;82882;Non financee
2013;TENNIS CLUB EVOLUTIF - (TCE);48746527000022;10 RUE MORERE;75014;PARIS;Poursuite du developpement du club, notamment dans le domaine des jeunes;N;N;6000;8000;8000;8000;;;;17067;Financee
2013;TEN-OVER TAP;49258297800028;134 BOULEVARD BRUNE;75014;PARIS;Fonctionnement courant de Ten-over Tap pour l'annee 2012-2013;N;N;2000;;;;;;;16680;Non financee
2013;Terra theatre;7912799500017;27 AVENUE GAMBETTA;94600;CHOISY LE ROI;Appel a projet pour les nouveaux rythmes scolaires;O;N;5000;;;;;;;153722;Non financee
2013;THEATRE DU LABRADOR;32889682400039;14 RUE ANATOLE FRANCE;94000;CReTEIL;aide au projet pour les Ponts de Tarjei Vesaas;N;N;10000;;;;;;;168341;Non financee
2013;Toutes les voix...;49112531600019;5 CITE DU LABYRINTHE;75020;PARIS;Histoires de vies d'habitants - "Dans ma valise";O;O;5000;1000;1000;;1000;;;16993;Financee
2013;Traces : Theories et Reflexions sur l'Apprendre, la Communication et l'Education Scientifiques;49457785100020;23 RUE DES BALKANS;75020;PARIS;VVV - La science dans les arts et la culture : la photo;O;N;3200;;;;;;;57461;Non financee
2013;TRAJECTOIRES : recherches historiques et action sociale;43334739000018;6 RUE DE L' ERMITAGE;75020;PARIS;Pratique de mediation educatives et interculturelles dans les quartiers populaires de l'Est parisien;N;N;5000;;;;;;;12646;Non financee
2013;TREMPLIN THEATRE des TROIS FRERES;40292569700011;39 RUE DES TROIS FReRES;75018;PARIS;ATELIER THeaTRE AU COLLeGE UTRILLO;O;O;9000;4500;4500;;4500;;;10207;Financee
2013;TREMPLIN THEATRE des TROIS FRERES;40292569700011;39 RUE DES TROIS FReRES;75018;PARIS;Co-financement DPVI d'un poste Adulte-Relais 075 06 R T351 02;N;N;4706;4706;4706;4706;;;;10207;Financee
2013;TURBULENCES!;38851843300023;102 BOULEVARD VOLTAIRE;75011;PARIS;Developpement Artistique et Culturel Association Turbulences !;N;N;25000;25000;25000;;25000;;;18299;Financee
2013;Union des Travailleurs Immigres Tunisiens P.I.D.F;34945587300027;21 TER RUE VOLTAIRE;75011;PARIS;Label Paris Co-developpement Sud 2013 projet: Radio des 2R;O;N;15000;;;;;;;156761;Non financee
2013;UNION ENTRAIDE SOLIDARITE LELECONE;75178671600017;15 RUE DE LA COMMANDERIE;75019;PARIS;Label Paris Co-developpement Sud creations forage,reseau d'eau,case sante a Lelecone Senegal;O;N;15000;;;;;;;152541;Non financee
2013;UNION NATIONALE DES COMBATTANTS DU DEPARTEMENT DE PARIS;50212472000025;18 RUE VEZELAY;75008;PARIS;subvention pour l'action sociale et un drapeau;N;N;22950;21000;21000;21000;;;;20098;Financee
2013;UN JEUNE, UN METIER;50043388300013;181 AVENUE DAUMESNIL;75012;PARIS;ReHABILITATION D'UN CENTRE DE FORMATION;O;N;10000;;;;;;;18667;Non financee
2013;Village Verneuil;50811754600012;50 RUE DE VERNEUIL;75007;PARIS;PARIS ILLUMINE PARIS;N;N;2000;1700;1700;1700;;;;77381;Financee
2013;YK PROJECTS;50979667800027;8 RUE DU GeNeRAL RENAULT;75011;PARIS;Aide au Financement du Festival Nollywoodweek Paris 2013.;N;N;20000;;;;;;;28641;Non financee
2013;Association Nationale le refuge;44963103500036;2 RUE GERMAIN;34000;MONTPELLIER;Accueil, ecoute et accompagnement socio-educatif de jeunes victimes d?homophobie et de transphobie,;N;N;7800;6000;6000;6000;;;;18524;Financee
2013;ASSOCIATION NATIONALE POUR LE DEVELOPPEMENT DU SPORT (ANDS);31835392700029;146 RUE RAYMOND LOSSERAND;75014;PARIS;cours de judo;O;N;5000;5000;5000;;;;5000;16338;Financee
2013;Association Orchestre et Choeur des universites de Paris;39373352200022;21 RUE OUDRY;75013;PARIS;Organisation de concerts symphoniques etudiants a Paris;N;N;5000;5000;5000;;;;5000;1942;Financee
2013;Fondation de la Resistance;39244950000033;30 BOULEVARD DES INVALIDES;75007;PARIS;Subvention de fonctionnement;N;N;32067;;;;;;;19669;Non financee
2013;Fondation Oeuvre de la Croix Saint-Simon;78480968300013;18 RUE DE LA CROIX SAINT-SIMON;75020;PARIS;Creche Familiale et Halte Garderie La Souris Verte;N;N;477544;452957;452957;452957;;;;18170;Financee
2013;Fontaine O Livres;42890588900013;5 PASSAGE PIVER;75011;PARIS;Convention annuelle d'objectifs sur projet Fontaine O Livres;N;N;45000;45000;45000;45000;;;;5521;Financee
2013;FORUM D'ANIMATION DE CREATION D'EXPRESSION ET DE LOISIRS - (FORANIM);34325682200010;48 RUE BARGUE;75015;PARIS;Tourisme & Loisirs Visites-conferences & Voyages-Decouvertes dans Paris et ailleurs;N;N;2000;;;;;;;557;Non financee
2013;Foyer de Grenelle - Centre Social;38233811900011;17 RUE DE L' AVRE;75015;PARIS;VVV - Sejour ? Nature et Expressions en foret de Fontainebleau ?;O;N;1500;;;;;;;20822;Non financee
2013;FReRES D'ESPeRANCE;78475704900076;12 RUE DE NAPLES;75008;PARIS;Fonctionnement courant de l?association pour l?annee 2013-2014;N;N;15000;;;;;;;117861;Non financee
2013;Frisottis;51835129100027;21 RUE DES PETITES eCURIES;75010;PARIS;ARE Atelier theatre pedagogique;O;N;17200;17200;17200;;;;17200;18589;Financee
2013;Gaia Paris;49369278400017;62 bis AVENUE PARMENTIER;75011;PARIS;RdR, mediation sociale et implication des usagers dans le quartier de la gare du nord;N;N;30000;30000;30000;30000;;;;81741;Financee
2013;Garde-Fou;53982371600011;17 RUE DE VAUCOULEURS;75011;PARIS;Projet de residence utile en milieu carceral;N;N;10000;;;;;;;114161;Non financee
2013;Generiques;34979783700037;34 RUE DE CITEAUX;75012;PARIS;Pour la numerisation des fonds des associations parisiennes de l'immigration;N;N;10000;7000;7000;7000;;;;18555;Financee
2013;Generiques;34979783700037;34 RUE DE CITEAUX;75012;PARIS;Sauvegarde et valorisation de l'histoire et du patrimoine de l'immigration a Paris : archives, lieux;N;N;40000;37000;37000;;37000;;;18555;Financee
2013;GEOFOOD;51196259900011;191 RUE SAINT-JACQUES;75005;PARIS;valorisation du patrimoine alimentaire parisien et francilien;N;N;1000;;;;;;;21021;Non financee
2013;Association La Passerelle;37974428700044;42 RUE DE LA COLONIE;75013;PARIS;Demande de subvention de fonctionnement pour 2013;N;N;253389;246180;246180;;;;246180;18255;Financee
2013;Association La Planete des Enfants;48442110200027;6 VILLA MODERNE;75014;PARIS;demande de subvention de fonctionnement pour l'annee 2013;N;N;69492;67723;67723;67723;;;;20200;Financee
2013;Association L'esprit Jazz;44066984400019;19 RUE DES FRIGOS;75013;PARIS;Tourisme Festival Jazz a Saint Germain des Pres Paris;N;N;5000;;;;;;;19634;Non financee
2013;Association Loisirs Pluriel de PARIS 6;45356101100017;3 RUE DE L'ARRIVEE;75015;PARIS;Subvention Accueil de Loisirs pour enfants handicapes et valides;N;N;97500;94500;94500;94500;;;;19258;Financee
2013;Association Nationale des Familles de Fusilles et Massacres de la Resistance Francaise et de leurs Amis;49405929800013;10 RUE LEROUX;75016;PARIS;DEMANDE DE SUBVENTION 2013 DE L'ANFFMRFA;N;N;900;900;900;900;;;;40801;Financee
