Annee;Nom du partenaire;N SIRET;Adresse;Code postal;Ville;Intitule de la demande;Appel a projets;Appel a projets Politique Ville;Montant demande;Montant vote par demande;Total vote en 2013;Fonctionnement;Subventions sur projet;Subventions d'equipement;Subventions sans nature specifiee;S-PR-Numero SIMPA;Financee/Non Financee
2013;Association Petite Enfance et Parentalite - Maison Verte;31541065400026;13 RUE MEILHAC;75015;PARIS;Demande concernant les frais de fonctionnement de l'Association Petite Enfance et Parentalite;N;N;173000;171000;171000;171000;;;;20770;Financee
2013;Association pour la Prevention, l'Accueil, le Soutien et l'Orientation;37937216200022;10 AVENUE DU NOYER LAMBERT;91302;MASSY;Espace Local de Cooperation;N;N;12500;12500;12500;;12500;;;12345;Financee
2013;Association pour la Promotion des Sciences et de la Recherche "l'Arbre des Connaissances";50916750800027;1 AVENUE CLAUDE VELLEFAUX;75010;PARIS;Apprentis Chercheurs a Paris;N;N;12000;10000;10000;;;;10000;18975;Financee
2013;Association pour le Developpement Socioculturel d'Agnam Lidoube;49958613900010;28 RUE BOUCRY;75018;PARIS;2e phase du Projet multiservice de l?ecole d?Agnam Lidoube;O;N;10000;;;;;;;158881;Non financee
2013;ASSOCIATION RSI LA RESSOURCE REEL SYMBOLIQUE IMAGINAIRE;42492057700022;45 RUE BERZeLIUS;75017;PARIS;Atelier linguistique et acces a l'emploi;O;O;22000;3000;3000;;;;3000;5101;Financee
2013;Ascorbic;53000070200015;5 RUE VICTOR MASSe;75009;PARIS;ARE - atelier d'improvisation theatrale + atelier d'ecriture et photo;O;N;16500;;;;;;;31781;Non financee
2013;ASSOCIATION BELLE VILLE (A.B.V.);42210748200016;17 RUE JULES ROMAINS;75019;PARIS;Espace Public Numerique;N;N;50000;50000;50000;15000;35000;;;19704;Financee
2013;ASSOCIATION CULTURE 2 +;44822299200027;5bis RUE JEAN COTTIN;75018;PARIS;Ateliers sportifs et culturels a l'ecole maternelle;O;O;9000;2500;2500;;2500;;;13485;Financee
2013;Association de la Fondation Etudiante pour la Ville;39032205500034;26 bis RUE CHaTEAU LANDON;75010;PARIS;Accompagner l'installation des etudiants dans les quartiers politique de la ville (18eme);O;O;3500;3000;3000;;3000;;;19603;Financee
2013;association des commercants de l'avenue Mozart;78943174900017;75 AVENUE MOZART;75016;PARIS;PARIS ILLUMINE PARIS;N;N;15000;5000;5000;5000;;;;131061;Financee
2013;ASSOCIATION DES PROFESSEURS DE VENTE ET DES DISCIPLINES ASSOCIEES;43092636000032;32 RUE PAUL VELLA;13110;PORT DE BOUC;AIDE POUR L'ORGANISATION DU 30EME CONGRES NATIONAL DE L'APV;N;N;7000;;;;;;;144401;Non financee
2013;Association d'Histoire et d'Archeologie du XXe arrondissement de Paris;53449804300015;1 RUE FReDeRICK LEMAITRE;75020;PARIS;Soutien aux activites de l' A.H.A.V. pour l'annee 2013.;N;N;2200;1980;1980;1980;;;;54008;Financee
2013;Association du Theatre de la Ville;77566172100024;16 QUAI DE GESVRES;75004;PARIS;art pour grandir;N;N;30000;35000;35000;;35000;;;52341;Financee
2013;association espoir jeunesse lilas;79305488300012;280 RUE DE BELLEVILLE;75020;PARIS;permettre a notre association de commencer ses activites. Fonds du Maire de la Mairie du 19eme;N;N;3000;3000;3000;3000;;;;156441;Financee
2013;Association Executive du Comite departemental du tourisme de la Seine-Saint-Denis;41923700300035;3 ESPLANADE JEAN MOULIN;93003;BOBIGNY;L'Ete du Canal - L'Ourcq en fetes Edition 2013;N;N;55000;49000;49000;49000;;;;50385;Financee
2013;ASSOCIATION FLORIMONT - LE CHATEAU OUVRIER;41972560100035;9 PLACE MARCEL PAUL;75014;PARIS;Paris 14eme - Nuit Blanche 2013 "Regard Indiscret";O;N;5000;5000;5000;;5000;;;12706;Financee
2013;ASSOCIATION FONDS MEMOIRE D'AUSCHWITZ;42435979200019;17 RUE GEOFFROY L'ASNIER;75004;PARIS;Fonctionnement courant de l'association;N;N;500;500;500;500;;;;20314;Financee
2013;ASSOCIATION GENERALE DES FAMILLES DES 17EME ET 18EME ARRONDISSEMENTS;32045966200013;26 RUE CARDINET;75017;PARIS;Lutte contre l'exclusion;O;O;5000;4000;4000;4000;;;;1541;Financee
2013;LA VAGUE A L'AME;47859060700014;54 RUE LAMARTINE;75009;PARIS;Fonctionnement de la bouquinerie-galerie LA VAGUE A L'AME pour l'exercice 2013;N;N;17500;5000;5000;5000;;;;18257;Financee
2013;LE BAL;49396355700027;6 IMPASSE DE LA DeFENSE;75018;PARIS;Demande de subvention financiere et d'heures de vacation pour le programme "Mon journal du Monde";N;N;4500;4500;4500;;;;4500;15948;Financee
2013;Le Garage Numerique;75351052800015;40 RUE DES AMANDIERS;75020;PARIS;ARE - Ateliers pour la construction d'une culture du numerique;O;N;15000;15000;15000;;;;15000;117261;Financee
2013;Le Kiosque Infos Sida et Toxicomanie;39072518200047;102-C RUE AMELOT;75011;PARIS;CHECKPOINT - Centre de depistage rapide du VIH;N;N;7000;7000;7000;7000;;;;21048;Financee
2013;Leo Lagrange IDF;41987119900024;150 RUE DES POISSONNIERS;75883;PARIS CEDEX 18;Traiteur et restauration solidaire pour le fonds du maire;N;N;3000;3000;3000;3000;;;;12125;Financee
2013;LE PARI'S DES FAUBOURGS;44062157100015;107 BIS RUE DU FAUBOURG ST DENIS;75010;PARIS;PARIS COLLEGE FAMILLES ETRE PARENT DU FAUBOURGS A PALISSY;O;N;3500;3500;3500;1750;1750;;;12405;Financee
2013;LE PETIT NEY;40287922500033;10 AVENUE DE LA PORTE MONTMARTRE;75018;PARIS;Espace Culturel de Proximite;O;O;28000;22000;22000;;18000;;4000;10506;Financee
2013;Le Picoulet - Mission populaire XIe;32582665900022;59 RUE DE LA FONTAINE AU ROI;75011;PARIS;Ateliers Socio-Linguistique;O;O;35000;12000;12000;12000;;;;8561;Financee
2013;LE RELAIS DE MENILMONTANT;30900121200021;2 RUE CHEVREAU;75020;PARIS;ESPACE PUBLIC NUMERIQUE 2013;N;N;54000;54000;54000;16200;37800;;;18888;Financee
2013;Sors de terre;51341616400012;23 AVENUE PIERRE ET MARIE CURIE;93170;BAGNOLET;Chantier educatif: construction de mobilier urbain avec des jeunes dans le square Boutroux;O;O;3200;;;;;;;120981;Non financee
2013;Soundouk;79255566600017;25 RUE DE BRUXELLES;75009;PARIS;activites periscolaire rythme scolaire;O;N;970;;;;;;;113261;Non financee
2013;Soutenir Organiser Creer des Relais d'Apprentissage Tous Ensemble;43963163100025;46 RUE SAINT BLAISE;75020;PARIS;Soutenir Organiser Creer des Relais d'Apprentissage Tous Ensemble Paris 10e;O;O;1333;;;;;;;14805;Non financee
2013;SPORTIF AREQUIPA FRANCE PEROU ASAF PEROU;51765693000016;126 QUAI DE JEMMAPES;75010;PARIS;demande de fonctionnement pour l'annee 2013/2014;N;N;1200;1000;1000;1000;;;;17152;Financee
2013;STAR science technologie art recherche;39043750700010;44 RUE DE L' ECHIQUIER;75010;PARIS;demande de subvention de fonctionnement;N;N;20000;6000;6000;6000;;;;12185;Financee
2013;TARBAYAVIDEO;25524654200019;19 AVENUE CLAUDE ReGAUD;75013;PARIS;defile de mode multiculturelle;O;O;2500;;;;;;;19186;Non financee
2013;THeaTRE DE L'eVeNEMENT;32091784200041;8 RUE LEMERCIER;75017;PARIS;SARABANDE;N;N;9000;6000;6000;;6000;;;85822;Financee
2013;Theatre Import-Export;40415352000048;3 RUE FERBER;75020;PARIS;Financement de 8 ateliers de pratique theatrale destine a des enfants d'ecoles elementaires sur la r;O;N;13729;;;;;;;153182;Non financee
2013;THeaTRES ENCHANTIeS;47871741600026;8 RUE DES CINQ DIAMANTS;75013;PARIS;Fonctionnement courant de l'association Theatres Enchanties, en charge du theatre des Cinq Diamants;N;N;20000;;;;;;;47761;Non financee
2013;PULSART;39918447200047;19 RUE GASTON LAURIAU;93100;MONTREUIL;Actions en direction de la jeunesse parisienne: Ateliers de creation Viva Utopia! et diffusion;N;N;15000;10000;10000;;10000;;;19470;Financee
2013;REGIE DE QUARTIER DU 19E;44168171500047;9 RUE COLETTE MAGNY;75019;PARIS;Film 10 ans d'action dans le quartier Flandre;N;N;4000;4000;4000;;4000;;;11485;Financee
2013;Regie de Quartier Fontaine au Roi;45109516000011;1 RUE ROBERT HOUDIN;75011;PARIS;Investissement DPVI Embellissement Devantures et Rideaux metalliques, quartier Fontaine au Roi;N;N;10000;10000;10000;;;10000;;7601;Financee
2013;Regie de Quartier Fontaine au Roi;45109516000011;1 RUE ROBERT HOUDIN;75011;PARIS;Sensibiliser, animer et mettre en oeuvre des actions preventives pour un meilleur cadre de vie;O;O;1200;1000;1000;;1000;;;7601;Financee
2013;Regie de Quartier Paris Centre;48753019800026;58 RUE DU VERTBOIS;75003;PARIS;APPEL A PROJETS DPE VILLE DE PARIS 2013;O;N;15000;3238;3238;;3238;;;59801;Financee
2013;RESEAU GESAT (RESEAU DE GROUPEMENT D'ETABLISSEMENTS ET SERVICES D'AIDE PAR LE TRAVAIL ET D'ENTREPRISES ADAPTEES);38172783300034;202 QUAI CLICHY;92110;CLICHY;Osez nos competences: Village du travail protege et adapte au Salon des Achats.;N;N;10000;;;;;;;23661;Non financee
2013;RESEAU MOM'ARTRE;50996337700023;204 RUE DE CRIMEE;75019;PARIS;Co-financement DPVI d'un poste Adulte-Relais M?m'Ganne;N;N;4706;4706;4706;4706;;;;19394;Financee
2013;Retour d'image;45371321600019;17 RUE LACHARRIeRE;75011;PARIS;ARE - Atelier Programmation de cinema inclusif ARE - Atelier d'audio-description;O;N;16218;;;;;;;23601;Non financee
2013;RING DU 14EME ARRONDISSEMENT;51749293000022;91 RUE VERCINGeTORIX;75014;PARIS;Subvention de fonctionnement ring du 14eme;N;N;3500;2500;2500;2500;;;;16746;Financee
2013;Rirenvert;53051170800014;2 RUE PRIMATICE;75013;PARIS;Festival d'humour ecologique "L'ecologie a croquer !";N;N;3000;1500;1500;;1500;;;24082;Financee
2013;ROLLERS ET COQUILLAGES;45018072400020;37 BOULEVARD BOURDON;75004;PARIS;Cette subvention a pour objet une aide au fonctionnement de notre association Rollers & Coquillages.;N;N;15000;9500;9500;9500;;;;10505;Financee
2013;RONINKAI PARIS RNK PARIS;51035963100031;21 PLACE DE LA RePUBLIQUE;75003;PARIS;ARE - sport sous toutes ses forme et vivre ensemble;O;N;20180;;;;;;;17584;Non financee
2013;SALLE SAINT BRUNO;38873953400021;9 RUE SAINT BRUNO;75018;PARIS;Salle Saint Bruno - subvention d'investissement;N;N;10000;10000;10000;;;10000;;12109;Financee
2013;SECTION DE GYMNASTIQUE VOLONTAIRE FORME ET BIEN ETRE;42323995300049;49 RUE DU MOULIN DES PReS;75013;PARIS;Ouverture d'une heure de gymnastique hebdomadaire supplementaire;N;N;2250;400;400;400;;;;17628;Financee
2013;Seiziem'Art;51946739 00020;16 AVENUE RENe BOYLESVE;75016;PARIS;Portes Ouvertes a l'Art 2013;N;N;3000;1000;1000;1000;;;;19269;Financee
2013;Sida Info Service Association;38045574100179;190 BOULEVARD DE CHARONNE;75020;PARIS;Soutenir le centre ? Al Borj ? (Association marocaine de Lutte Contre le Sida, Marrakech - Maroc);N;N;150000;40000;40000;;40000;;;23041;Financee
2013;Sing and Play;42493316600011;190 RUE DE GRENELLE;75007;PARIS;ARE - Atelier Chansons et jeux en anglais;O;N;22500;;;;;;;5002;Non financee
2013;Singulier Pluriel;48008959800027;150 AVENUE ALBERT EINSTEIN;34000;MONTPELLIER;Spectacle Murmures d'Outrenoir dans le cadre du Mois extraordinaire du Handicap a Micadanses;N;N;4620;3000;3000;;;;3000;170041;Financee
2013;SIX POTS BLEUS;51353351300018;3 RUE DE LA MAIN D'OR;75011;PARIS;Fonctionnement pour l'annee 2013, des ateliers artistiques et creatifs Les 6 Pots Bleus.;N;N;14520;5000;5000;5000;;;;6442;Financee
2013;SKA SPORTS;51513420300022;291 RUE LECOURBE;75015;PARIS;Fonctionnement courant de l'association (materiel, cotisation reduite pour les benevoles, etc...);N;N;1000;1500;1500;1500;;;;16653;Financee
2013;Solidarite Roquette;39984846400018;47 RUE DE LA ROQUETTE;75011;PARIS;Favoriser le retour a l'emploi des seniors parisiens;O;N;10500;10000;10000;10000;;;;17036;Financee
2013;microlithe;43361672900011;59 bis RUE OLIVIER MeTRA;75020;PARIS;Aide a la creation d'activite - support formation bureautique internet cip20 / Epn microlithe 75020;N;O;4000;3000;3000;;3000;;;17941;Financee
2013;M.I.F.A Mouvement d'initiatives festives d'animation;44144094800020;15 PASSAGE RAMEY;75018;PARIS;Demande de subvention 2013 au titre de la jeunesse (Ville de Paris) - Association Mifa;N;N;20000;;;;;;;16500;Non financee
2013;Migrations Sante France;78428760900043;11 RUE SARRETTE;75014;PARIS;Permanences d?accueil, d?information et d?orientation socio- juridiques aupres des migrants et de le;N;N;20000;5000;5000;;5000;;;16263;Financee
2013;MIRP ENTREPRISE;32607185900010;05 RUE ROQUePINE;75008;PARIS;APPUI INDIVIDUALISE A LA RECHERCHE D?EMPLOI;N;N;26300;7263;7263;7263;;;;21120;Financee
2013;M?m'Ganne;50933779600015;4 PLACE DE LA PORTE DE BAGNOLET;75020;PARIS;Democratiser l'acces a l'art et a la culture pour tous dans le quartier Python Duvernois;O;O;7000;4000;4000;;4000;;;10246;Financee
2013;Association Pour l'Accueil de Tous les Enfants;38448701300037;27 AVENUE PHILIPPE AUGUSTE;75011;PARIS;previsionnelle 2013 ecole gulliver;N;N;330488;313464;313464;313464;;;;21221;Financee
2013;Association pour la Culture et la Musique Traditionnelle Vietnamienne (Phuong Ca);41824462000013;28 ter RUE DES MALLETS;95150;TAVERNY;Decouverte culturelle et Apprentissage musical;N;N;5000;4000;4000;4000;;;;23721;Financee
2013;Association pour la Prevention de l'Innumerisme en Ile-de-France;79252753300014;123 AVENUE DE VERSAILLES;75016;PARIS;Demande pour la realisation d'ateliers plutidisciplinaires "jeux de societes d'ici et d'ailleurs";O;N;4500;4500;4500;;;;4500;114961;Financee
2013;Association Pour le Couple et l'Enfant a Paris;38502051600014;228 RUE DE VAUGIRARD;75015;PARIS;Appel a projet 2013 pour la Mediation Familiale;N;N;22883;23000;23000;23000;;;;44701;Financee
2013;Association pout le souvenir de fusilles du Mont Valerien et de l'Ile de France;48250803000016;2 RUE CARNOT;92150;SURESNES;DEMANDE DE SUBVENTION DE l'ASFMV;N;N;5500;5000;5000;5000;;;;73541;Financee
2013;Association regionale des parents et amis de deficients auditifs;38797131000017;23 RUE ANDRe RABIER;95170;DEUIL LA BARRE;Accompagnement et information des familles d'enfants sourds et des personnes sourdes. Conference;N;N;2300;2000;2000;2000;;;;20216;Financee
2013;ASSOCIATION RSI LA RESSOURCE REEL SYMBOLIQUE IMAGINAIRE;42492057700022;45 RUE BERZeLIUS;75017;PARIS;DJS 2013;N;N;20000;20000;20000;20000;;;;5101;Financee
2013;Association service social familial migrants;77567628100014;5 RUE SAULNIER;75009;PARIS;INCITER XI;O;O;12000;;;;;;;10838;Non financee
2013;Association service social familial migrants;77567628100014;5 RUE SAULNIER;75009;PARIS;Lutter contre les violences faites aux femmes et promouvoir l'egalite femmes/hommes;O;O;14000;;;;;;;10838;Non financee
2013;ASSOCIATION SOCIO-EDUCATIVE DES FAMILLES DE L'ENSEMBLE CLIGNANCOURT;78475709800016;88 BOULEVARD NEY;75018;PARIS;recycl'art le theatre de rue au service de l'environnement;O;O;4500;1000;1000;;1000;;;150;Financee
2013;ASSOCIATION SPORTIVE DE L'UNION GENERALE ARMENIENNE DE BIENFAISANCE DITE UNION SPORTIVE NUBAR;53767441800018;118 RUE DE COURCELLES;75017;PARIS;Subvention annuelle de fonctionnement;N;N;4800;800;800;800;;;;343;Financee
2013;ASSOCIATION SPORTIVE DU COLLEGE EVARISTE GALOIS;52275482900029;11 RUE DU DOCTEUR BOURNEVILLE;75013;PARIS;Developpement de la formation du basketteur/basketteuse et des jeunes officiels;N;N;3000;1400;1400;1400;;;;10705;Financee
2013;ASSOCIATION SPORTIVE DU COLLEGE SONIA DELAUNAY;47841030100012;14 RUE EURYALE DEHAYNIN;75019;PARIS;Aide au fonctionnement de l'association;N;N;500;1100;1100;1100;;;;516;Financee
2013;ASSOCIATION SPORTIVE DU LYCEE DES METIERS DE L'HOTELLERIE JEAN DROUANT;52875336100013;20 RUE MeDeRIC;75017;PARIS;Contribuer a la mise en oeuvre du projet sportif et educatif de l'Association Sportive;N;N;1500;1700;1700;1700;;;;16395;Financee
2013;ASSOCIATION SPORTIVE DU LYCEE PIERRE LESCOT;51758619400014;35 RUE DES BOURDONNAIS;75001;PARIS;Association Sportive du lycee Pierre LESCOT;N;N;1000;1000;1000;1000;;;;17883;Financee
2013;ASSOCIATION SPORTIVE ET CULTURELLE NOTRE DAME DU LYS;51468826600014;7 RUE BLOMET;75015;PARIS;Atelier Initiation au bricolage. Appel a projets atelier d'animation pour enfants classe elementaire;O;N;4100;;;;;;;16273;Non financee
2013;ASSOCIATION SPORTIVE JOUFFROY SAUSSURE;37977233800016;20 RUE JOUFFROY D'ABBANS;75017;PARIS;LES SPORTS INNOVANTS : UNE AUTRE PRATIQUE DU SPORT ( TCHOUK , SOFT , ULTIMATE ) 6/8;O;N;2270;29510;29510;;29510;;;52421;Financee
2013;ASSOCIATION SPORTIVE LA SERBIE;51931436300028;7 RUE RIBLETTE;75020;PARIS;Bon fonctionnement et perennite de notre association;N;N;900;1200;1200;1200;;;;16420;Financee
2013;Association pour Faciliter l'Insertion professionnelle des Jeunes dipl?mes;40017443900374;10 IMPASSE ROBIQUET;75006;PARIS;Journee SOS Stages;N;N;20000;;;;;;;5141;Non financee
2013;Association pour la gestion d'espaces temporaires artistiques;53321472200027;1-3 RUE FREDERICK LEMAITRE;75020;PARIS;Parcours Curry Vavart Nuit Blanche 2013 Numero d'appel a projet: 2013 6526;O;N;5000;5000;5000;;5000;;;89541;Financee
2013;Association pour la Prevention, l'Accueil, le Soutien et l'Orientation;37937216200022;10 AVENUE DU NOYER LAMBERT;91302;MASSY;Causeries Colleges;N;N;4000;4000;4000;4000;;;;12345;Financee
2013;Association pour la Promotion des Sciences et de la Recherche "l'Arbre des Connaissances";50916750800027;1 AVENUE CLAUDE VELLEFAUX;75010;PARIS;Projet Reforme Rythmes Educatifs 2013 Ateliers Arts et Sciences-l'Arbre des Connaissances;O;N;19265;19265;19265;;19265;;;18975;Financee
2013;ASSOCIATION POUR LA RECHERCHE ET LA PROMOTION D'UNE POLITIQUE DE L'ASSOCIATION;78851499000019;6 AVENUE DU MAINE;75015;PARIS;Organisation du deuxieme colloque de l'ARPPA;N;N;5000;2000;2000;2000;;;;117801;Financee
2013;Association pour le Developpement d'un Espace Artistique Culturel et Civique a l'entrep?t;42338980800019;7 RUE FRANCIS DE PRESSENSe;75014;PARIS;Association ADEAC : Poursuivre les rendez vous de la scene Slam et des scenes ouvertes;N;N;20000;15000;15000;15000;;;;13889;Financee
2013;ASSOCIATION POUR LE DIALOGUE ET L'ORIENTATION SCOLAIRE ADOS;37824819900036;24 RUE POLONCEAU;75018;PARIS;animation socio cluturelle des jeunes de 6 a 9 ans;O;O;345000;16000;16000;;11000;;5000;10836;Financee
2013;Association pour le Rassemblement, la Cooperation et l'Action Active pour le Developpement;52026733700019;3 RUE DE L'ASILE POPINCOURT;75011;PARIS;GOuTS ET SAVEURS DE L'OUTRE-MER Troisieme Edition Nouvelle Caledonie a l'honneur;N;N;8000;4000;4000;;4000;;;30221;Financee
2013;Association pour l'Hebergement la Prevention la Reinsertion Sociale et Professionelle ALTAIR;33367483600015;40 RUE SALVADOR ALLENDE;92000;NANTERRE;Hebergement rapide en h?tel + la mise en place d'une permanence juridique;N;N;42001;41000;41000;;41000;;;20400;Financee
2013;Association Rouvier-Plaisance;44105895500010;4 RUE MAURICE ROUVIER;75014;PARIS;Structures textiles;O;O;6000;2500;2500;;2500;;;13528;Financee
2013;ASSOCIATION RSI LA RESSOURCE REEL SYMBOLIQUE IMAGINAIRE;42492057700022;45 RUE BERZeLIUS;75017;PARIS;Quotidien et lien social hors les murs;O;O;39700;;;;;;;5101;Non financee
2013;Association saint placide cherche midi;53750192600019;11bis RUE ST PLACIDE;75006;PARIS;Illumination de fin d'annee pour le quartier St-Placide cherche-midi Sevres;N;N;20000;9000;9000;9000;;;;371;Financee
2013;Association Saint-Simon;78431368600015;8 RUE DE SAINT-SIMON;75007;PARIS;dotation;N;N;24000;31672;31672;31672;;;;30761;Financee
2013;Association Science et Television;43930898200032;204 RUE DU CHaTEAU DES RENTIERS;75013;PARIS;Festival PARISCIENCE;N;N;40000;40000;40000;40000;;;;38881;Financee
2013;Art-Exprim 18;43797111200044;89 RUE MARCADET;75018;PARIS;VVV Taille pierre Chapelle;O;N;6000;;;;;;;9971;Non financee
2013;ARTISTIC;48326367900035;183 RUE SAINT-DENIS;75002;PARIS;Achat d'instruments;N;N;2000;;;;;;;8024;Non financee
2013;ARTS MODE CREATIVITE SPECTACLES;41442696500029;11 RUE DES EPINETTES;75017;PARIS;Financement du Festival International des Jeunes createurs de mode de Dinard;N;N;15000;10000;10000;;10000;;;28781;Financee
2013;ASSOCIATION AURORE;77568497000384;1 RUE EMMANUEL CHAUVIeRE;75015;PARIS;Action de communication,ateliers aupres des usagers de drogues marginalises.Formation.;N;N;52000;52000;52000;;;;52000;2541;Financee
2013;ASSOCIATION AURORE;77568497000384;1 RUE EMMANUEL CHAUVIeRE;75015;PARIS;Demande de renouvellement de de convention concernant le projet Carre des biffins;N;N;300000;;;;;;;2541;Non financee
2013;Association D'Accompagnement Global contre l'Exclusion;51078963900026;17 RUE BERNARD DIMEY;75018;PARIS;Alphabetisation et Emploi;O;N;11000;;;;;;;8382;Non financee
2013;Association D'Accompagnement Global contre l'Exclusion;51078963900026;17 RUE BERNARD DIMEY;75018;PARIS;Financement de permanences et ateliers collectifs a la MDEE du 20eme;N;N;12000;11000;11000;11000;;;;8382;Financee
2013;Association de la Fondation Etudiante pour la Ville;39032205500034;26 bis RUE CHaTEAU LANDON;75010;PARIS;Ateliers collectifs autour de l'apprentissage du jardinage et de la biodiversite.;O;O;3500;1550;1550;;1550;;;19603;Financee
2013;Association de la Fondation Etudiante pour la Ville;39032205500034;26 bis RUE CHaTEAU LANDON;75010;PARIS;Projets Solidaire KAPS;O;O;6000;5000;5000;1000;4000;;;19603;Financee
